"","gamma_prime","n_unobservable","reps","gamma_dblprime","Nhat","p","fit"
"5172",0.85,30,216,0.15,113.626152884304,0.167215025042304,0
"5173",0.8,30,216,0.2,98.278245448155,0.169586530491178,0
"5174",0.75,30,216,0.25,85.0826551014768,0.215476742133487,0
"5175",0.7,30,216,0.3,113.626152865309,0.167215025081915,0
"5176",0.65,30,216,0.35,87.0105406142084,0.168561953106444,0
"5177",1,75,216,0,83.2469309480437,0.256265703616725,0
"5178",0.95,75,216,0.05,116.54802748952,0.183043280893394,0
"5179",0.9,75,216,0.1,121.998104474431,0.161204690515039,0
"5181",0.8,75,216,0.2,116.838164037869,0.174029894262804,0
"5182",0.75,75,216,0.25,143.007352359293,0.139852949367239,0
"5185",1,10,217,0,81.8892609440817,0.219809042021901,0
"5186",0.95,10,217,0.05,101.957835674201,0.19615951895947,0
"5187",0.9,10,217,0.1,101.957835674199,0.196159518959477,0
"5188",0.85,10,217,0.15,109.551238746864,0.170392109537834,0
"5189",0.8,10,217,0.2,94.2634877639235,0.173273169928098,0
"5190",0.75,10,217,0.25,87.3185676217045,0.202324283925183,0
"5191",0.7,10,217,0.3,93.9919422757053,0.184412971109979,0
"5192",0.65,10,217,0.35,94.2634877639257,0.173273169928092,0
"5193",1,30,217,0,105.514537913108,0.192706462403108,0
"5194",0.95,30,217,0.05,117.775107486549,0.164154665157418,0
"5196",0.85,30,217,0.15,119.601490844519,0.153286829485817,0
"5199",0.7,30,217,0.3,110.822291856368,0.159414377475391,0
"5200",0.65,30,217,0.35,98.2782454815413,0.169586530439859,0
"5201",1,75,217,0,116.742950497792,0.191303485461897,0
"5202",0.95,75,217,0.05,99.375769659352,0.207964846421923,0
"5203",0.9,75,217,0.1,112.80963143413,0.186154317969406,0
"5204",0.85,75,217,0.15,99.3757697157619,0.207964846238604,0
"5205",0.8,75,217,0.2,71.0337248869938,0.225245121601804,0
"5209",1,10,218,0,88.0673598257684,0.230883875405833,0
"5210",0.95,10,218,0.05,147.938456393641,0.137444541663429,0
"5211",0.9,10,218,0.1,105.550363106627,0.173692754804121,0
"5213",0.8,10,218,0.2,70.8763599631038,0.258666406572372,0
"5214",0.75,10,218,0.25,67.7993667960004,0.191742203715792,0
"5215",0.7,10,218,0.3,69.6130814466628,0.215476742133487,0
"5216",0.65,10,218,0.35,65.2815440137468,0.280834860913844,0
"5217",1,30,218,0,109.058518593763,0.180331320471391,0
"5219",0.9,30,218,0.1,126.295146056447,0.15835921351793,0
"5220",0.85,30,218,0.15,102.738187511445,0.204403060913068,0
"5221",0.8,30,218,0.2,90.287194784069,0.188288051707191,0
"5225",1,75,218,0,86.0045832568286,0.251924558519149,0
"5226",0.95,75,218,0.05,97.8887535853382,0.190692658584046,0
"5228",0.85,75,218,0.15,94.2073515338434,0.222912539818677,0
"5229",0.8,75,218,0.2,116.838164038338,0.1740298942618,0
"5231",0.7,75,218,0.3,87.3185676279964,0.202324283901818,0
"5233",1,10,219,0,88.8066001209372,0.247729335094918,0
"5235",0.9,10,219,0.1,83.0997694053679,0.196550886364828,0
"5236",0.85,10,219,0.15,106.156111859687,0.200961894323492,0
"5237",0.8,10,219,0.2,83.0997694054128,0.196550886364667,0
"5239",0.7,10,219,0.3,93.9919422855675,0.184412971082229,0
"5240",0.65,10,219,0.35,60.2750389876372,0.232268617908244,0
"5241",1,30,219,0,120.827934085582,0.171042125520683,0
"5242",0.95,30,219,0.05,91.1117468053225,0.226827685686072,0
"5243",0.9,30,219,0.1,74.9665572007601,0.280124908814642,0
"5246",0.75,30,219,0.25,95.0261068125194,0.203452861343445,0
"5249",1,75,219,0,79.8093257144822,0.279833630135439,0
"5250",0.95,75,219,0.05,74.9665572007999,0.280124908814368,0
"5251",0.9,75,219,0.1,128.126637954577,0.174306714746171,0
"5253",0.8,75,219,0.2,97.8887535524337,0.190692658679769,0
"5256",0.65,75,219,0.35,109.058518579489,0.180331320505832,0
"5257",1,10,220,0,85.0741865866516,0.235088935932813,0
"5258",0.95,10,220,0.05,118.172080557623,0.205914402272842,0
"5259",0.9,10,220,0.1,144.223787144902,0.147918271707466,0
"5260",0.85,10,220,0.15,56.4134745550358,0.254076414303289,0
"5261",0.8,10,220,0.2,87.3185676279978,0.202324283901813,0
"5264",0.65,10,220,0.35,117.775107486539,0.164154665157438,0
"5265",1,30,220,0,102.738187511445,0.204403060913067,0
"5266",0.95,30,220,0.05,65.2815440137812,0.28083486091357,0
"5267",0.9,30,220,0.1,98.4616929423508,0.199739269953255,0
"5268",0.85,30,220,0.15,138.159560953979,0.142347489604557,0
"5269",0.8,30,220,0.2,97.7707175318343,0.18069486565362,0
"5271",0.7,30,220,0.3,86.48384191719,0.18115137254966,0
"5273",1,75,220,0,66.8302513642308,0.244400297768075,0
"5274",0.95,75,220,0.05,87.3185676279979,0.202324283901813,0
"5275",0.9,75,220,0.1,139.630552662682,0.150396883786725,0
"5276",0.85,75,220,0.15,120.827934107426,0.171042125476484,0
"5277",0.8,75,220,0.2,76.2084107467257,0.20557660910597,0
"5278",0.75,75,220,0.25,81.2001964279206,0.250409903273851,0
"5279",0.7,75,220,0.3,105.268638924455,0.183657103681405,0
"5281",1,10,221,0,86.4811018754613,0.223555585284079,0
"5282",0.95,10,221,0.05,92.7632441794605,0.23356952269533,0
"5283",0.9,10,221,0.1,90.2871947816532,0.188288051714674,0
"5285",0.8,10,221,0.2,113.626152789458,0.167215025240129,0
"5286",0.75,10,221,0.25,71.6112294652966,0.246702462708423,0
"5288",0.65,10,221,0.35,102.376296967225,0.166054062374461,0
"5289",1,30,221,0,86.4811019665025,0.223555584904817,0
"5290",0.95,30,221,0.05,102.738187511443,0.204403060913075,0
"5291",0.9,30,221,0.1,116.838163971557,0.17402989441686,0
"5292",0.85,30,221,0.15,117.775107486548,0.164154665157419,0
"5295",0.7,30,221,0.3,128.713909498266,0.147614193944253,0
"5297",1,75,221,0,86.0045832619713,0.251924558493234,0
"5299",0.9,75,221,0.1,113.626152884425,0.167215025042042,0
"5300",0.85,75,221,0.15,120.827934105086,0.171042125481218,0
"5305",1,10,222,0,61.7363790624598,0.340156003974084,0
"5306",0.95,10,222,0.05,105.268638924449,0.183657103681421,0
"5307",0.9,10,222,0.1,72.659863236411,0.27525512861333,0
"5308",0.85,10,222,0.15,109.058518573512,0.180331320520253,0
"5309",0.8,10,222,0.2,73.0270441368153,0.264742104269106,0
"5311",0.7,10,222,0.3,98.2782454691521,0.169586530439554,0
"5314",0.95,30,222,0.05,144.223787105082,0.147918271762962,0
"5315",0.9,30,222,0.1,113.626152884394,0.167215025042105,0
"5319",0.7,30,222,0.3,90.2871947840682,0.188288051707194,0
"5321",1,75,222,0,124.206528842394,0.177124344469827,0
"5323",0.9,75,222,0.1,120.382926378758,0.188288051707193,0
"5324",0.85,75,222,0.15,138.159560953979,0.142347489604556,0
"5325",0.8,75,222,0.2,147.938456395543,0.137444541661082,0
"5326",0.75,75,222,0.25,120.827934106969,0.17104212547741,0
"5328",0.65,75,222,0.35,101.54538479641,0.187108454393014,0
"5329",1,10,223,0,110.453761634453,0.205214076290874,0
"5330",0.95,10,223,0.05,136.148581607519,0.168933085665945,0
"5331",0.9,10,223,0.1,86.6564716994474,0.192330316937809,0
"5332",0.85,10,223,0.15,98.461692910355,0.199739270052222,0
"5333",0.8,10,223,0.2,102.738187432845,0.204403061153943,0
"5337",1,30,223,0,81.2001964279071,0.250409903273923,0
"5338",0.95,30,223,0.05,74.4742549587184,0.241694260788208,0
"5339",0.9,30,223,0.1,98.4616929336133,0.199739269980269,0
"5340",0.85,30,223,0.15,95.0261067453974,0.203452861564336,0
"5342",0.75,30,223,0.25,97.7707175631592,0.180694865569078,0
"5344",0.65,30,223,0.35,87.3185674125809,0.202324284672818,0
"5345",1,75,223,0,113.856741613254,0.202008240127984,0
"5346",0.95,75,223,0.05,106.557644988397,0.162666257642878,0
"5347",0.9,75,223,0.1,110.822291811205,0.159414377565909,0
"5348",0.85,75,223,0.15,147.938456395543,0.137444541661082,0
"5349",0.8,75,223,0.2,112.809631421152,0.186154318001065,0
"5351",0.7,75,223,0.3,183.635609199732,0.130693606238217,0
"5353",1,10,224,0,105.514537841984,0.19270646259797,0
"5358",0.75,10,224,0.25,86.6564716994502,0.192330316937799,0
"5359",0.7,10,224,0.3,74.1575010007263,0.220251938414999,0
"5360",0.65,10,224,0.35,105.550363175432,0.173692754641328,0
"5361",1,30,224,0,120.827934107776,0.171042125477194,0
"5362",0.95,30,224,0.05,83.9283968658493,0.206525252246136,0
"5363",0.9,30,224,0.1,71.923926569312,0.199284633320464,0
"5364",0.85,30,224,0.15,78.7564044777009,0.224320381220754,0
"5368",0.65,30,224,0.35,63.9999999999987,0.250000000000009,0
"5369",1,75,224,0,115.170239801015,0.156290375283575,0
"5370",0.95,75,224,0.05,107.1020178028,0.208523927011494,0
"5371",0.9,75,224,0.1,90.7753482498958,0.198291720682225,0
"5372",0.85,75,224,0.15,112.915026220988,0.177124344468395,0
"5373",0.8,75,224,0.2,102.376296968594,0.166054062370831,0
"5376",0.65,75,224,0.35,135.111368610271,0.152960234799188,0
"5377",1,10,225,0,97.3541776344577,0.219131154529085,0
"5378",0.95,10,225,0.05,72.6722850227752,0.233926867645242,0
"5379",0.9,10,225,0.1,109.058518593767,0.180331320471381,0
"5381",0.8,10,225,0.2,85.0826551012544,0.215476742134377,0
"5382",0.75,10,225,0.25,147.938456395502,0.137444541661172,0
"5388",0.85,30,225,0.15,109.058518582583,0.180331320500376,0
"5389",0.8,30,225,0.2,113.158490926595,0.194417580332275,0
"5390",0.75,30,225,0.25,67.9765337205321,0.230471690879042,0
"5394",0.95,75,225,0.05,97.7707175631662,0.180694865569059,0
"5396",0.85,75,225,0.15,102.376296969627,0.166054062368457,0
"5397",0.8,75,225,0.2,83.0997693866628,0.196550886438739,0
"5399",0.7,75,225,0.3,147.938456395345,0.137444541661326,0
"5400",0.65,75,225,0.35,89.6215252949066,0.219441329546133,0
"5401",1,10,226,0,59.2044000792655,0.24772933510461,0
"5403",0.9,10,226,0.1,143.007352543677,0.139852949126456,0
"5404",0.85,10,226,0.15,90.7753482487032,0.198291720686182,0
"5409",1,30,226,0,75.7039024502988,0.259784053795371,0
"5410",0.95,30,226,0.05,119.601490844519,0.153286829486055,0
"5411",0.9,30,226,0.1,100.552228756291,0.215476742133488,0
"5413",0.8,30,226,0.2,95.0261068125281,0.203452861343416,0
"5415",0.7,30,226,0.3,77.3927494294388,0.236886962519007,0
"5417",1,75,226,0,133.395080379109,0.144932881173123,0
"5419",0.9,75,226,0.1,120.816419574646,0.19588948881606,0
"5420",0.85,75,226,0.15,104.064709298523,0.243438275130187,0
"5421",0.8,75,226,0.2,91.6510741311296,0.207307990443238,0
"5422",0.75,75,226,0.25,138.159560940394,0.142347489623349,0
"5424",0.65,75,226,0.35,116.548027462708,0.183043280955224,0
"5425",1,10,227,0,124.116046841689,0.150396883736371,0
"5426",0.95,10,227,0.05,90.8139215069152,0.253265134005421,0
"5427",0.9,10,227,0.1,74.4742549166926,0.241694261017386,0
"5428",0.85,10,227,0.15,70.8763600076109,0.258666406282342,0
"5431",0.7,10,227,0.3,82.7189470614481,0.185366640631233,0
"5432",0.65,10,227,0.35,94.298742438482,0.194417580333354,0
"5433",1,30,227,0,93.9919423001092,0.184412971039473,0
"5434",0.95,30,227,0.05,95.0261068125333,0.203452861343399,0
"5435",0.9,30,227,0.1,83.2469309471499,0.256265703621508,0
"5437",0.8,30,227,0.2,86.4811019664516,0.223555584904982,0
"5438",0.75,30,227,0.25,90.3320209627771,0.177124344508204,0
"5439",0.7,30,227,0.3,86.8866307851689,0.24169426078822,0
"5440",0.65,30,227,0.35,119.601490844453,0.153286829485935,0
"5441",1,75,227,0,91.1117468053012,0.226827685686158,0
"5442",0.95,75,227,0.05,86.6564716994506,0.192330316937798,0
"5446",0.75,75,227,0.25,121.998104607053,0.16120469026967,0
"5447",0.7,75,227,0.3,102.376296997564,0.166054062304395,0
"5449",1,10,228,0,98.4616929086724,0.199739270057383,0
"5450",0.95,10,228,0.05,89.6215252949082,0.21944132954613,0
"5451",0.9,10,228,0.1,130.666233547928,0.155612760705325,0
"5452",0.85,10,228,0.15,70.3977031368407,0.269895169208395,0
"5454",0.75,10,228,0.25,83.3961678900274,0.227828214181914,0
"5456",0.65,10,228,0.35,53.3221073155514,0.312565791296208,0
"5457",1,30,228,0,87.5422478988421,0.266537973342518,0
"5458",0.95,30,228,0.05,70.3977031368406,0.269895169208396,0
"5459",0.9,30,228,0.1,92.8174419288694,0.21547674213354,0
"5461",0.8,30,228,0.2,62.9718814721611,0.275255128608411,0
"5462",0.75,30,228,0.25,115.170239767552,0.156290375346416,0
"5464",0.65,30,228,0.35,138.159560955208,0.142347489603833,0
"5465",1,75,228,0,86.4838419171907,0.181151372549658,0
"5466",0.95,75,228,0.05,109.058518593768,0.180331320471379,0
"5467",0.9,75,228,0.1,102.738187445596,0.204403061114867,0
"5468",0.85,75,228,0.15,97.7707175137078,0.180694865702542,0
"5469",0.8,75,228,0.2,158.447804749778,0.140950727393177,0
"5470",0.75,75,228,0.25,119.601490844519,0.153286829485817,0
"5471",0.7,75,228,0.3,95.0261068125317,0.203452861343404,0
"5473",1,10,229,0,95.0323502257026,0.263068312515963,0
"5474",0.95,10,229,0.05,91.6510741319065,0.207307990440514,0
"5475",0.9,10,229,0.1,110.822291854946,0.159414377478242,0
"5476",0.85,10,229,0.15,65.5555394827745,0.269491591497143,0
"5478",0.75,10,229,0.25,83.9283968658292,0.206525252253873,0
"5479",0.7,10,229,0.3,98.2782454688117,0.169586530440391,0
"5481",1,30,229,0,96.068855591364,0.211653747812708,0
"5482",0.95,30,229,0.05,99.3757697107481,0.207964846254898,0
"5483",0.9,30,229,0.1,112.809631434131,0.186154317969403,0
"5484",0.85,30,229,0.15,105.55036317462,0.17369275464325,0
"5485",0.8,30,229,0.2,61.7363790667904,0.340156003922886,0
"5486",0.75,30,229,0.25,105.550363175371,0.173692754641472,0
"5489",1,75,229,0,89.8011629237303,0.237561882706533,0
"5490",0.95,75,229,0.05,143.007352529593,0.139852949144848,0
"5491",0.9,75,229,0.1,85.0826550962458,0.215476742154421,0
"5494",0.75,75,229,0.25,94.5437450843198,0.239747924729827,0
"5496",0.65,75,229,0.35,163.337252308277,0.138772180543397,0
"5497",1,10,230,0,91.6529860320862,0.24367273015542,0
"5498",0.95,10,230,0.05,92.8174419285956,0.215476742134544,0
"5499",0.9,10,230,0.1,66.4264138470391,0.220795701862428,0
"5501",0.8,10,230,0.2,120.827934107426,0.171042125476484,0
"5502",0.75,10,230,0.25,86.4838419171919,0.181151372549655,0
"5505",1,30,230,0,80.0827156875925,0.270553595499804,0
"5506",0.95,30,230,0.05,121.998104477239,0.161204690509604,0
"5508",0.85,30,230,0.15,119.601490836447,0.153286829500041,0
"5509",0.8,30,230,0.2,105.514537904038,0.192706462428256,0
"5510",0.75,30,230,0.25,115.17023977583,0.156290375330871,0
"5511",0.7,30,230,0.3,102.376296999406,0.166054062300169,0
"5513",1,75,230,0,86.0045832614417,0.251924558495903,0
"5516",0.85,75,230,0.15,109.058518589628,0.18033132048137,0
"5517",0.8,75,230,0.2,117.77510748638,0.164154665157763,0
"5520",0.65,75,230,0.35,103.801507836416,0.211942971335932,0
"5521",1,10,231,0,79.6170838206453,0.200961894609421,0
"5522",0.95,10,231,0.05,94.2073515338434,0.222912539818678,0
"5527",0.7,10,231,0.3,55.5974452600183,0.227828214181914,0
"5529",1,30,231,0,74.8496227244242,0.289469283585652,0
"5530",0.95,30,231,0.05,91.1117468053066,0.226827685686136,0
"5532",0.85,30,231,0.15,173.338315744087,0.134611515250801,0
"5537",1,75,231,0,103.482299250031,0.228702559169699,0
"5538",0.95,75,231,0.05,101.545384796411,0.187108454393011,0
"5539",0.9,75,231,0.1,128.713909498178,0.147614193944389,0
"5540",0.85,75,231,0.15,124.11604675508,0.150396883879748,0
"5541",0.8,75,231,0.2,90.2871947837567,0.188288051708158,0
"5542",0.75,75,231,0.25,87.3185676279407,0.202324283902016,0
"5543",0.7,75,231,0.3,82.1322227375063,0.23945128977604,0
"5544",0.65,75,231,0.35,143.007352454994,0.139852949242265,0
"5545",1,10,232,0,73.0270441367948,0.264742104269238,0
"5546",0.95,10,232,0.05,121.998104606644,0.161204690270424,0
"5547",0.9,10,232,0.1,136.148581605343,0.168933085669798,0
"5548",0.85,10,232,0.15,98.4616929071807,0.199739270061995,0
"5549",0.8,10,232,0.2,82.718947055596,0.185366640650584,0
"5551",0.7,10,232,0.3,79.0373325086991,0.189783732880493,0
"5553",1,30,232,0,93.9919422607304,0.184412971154568,0
"5554",0.95,30,232,0.05,116.838164054394,0.174029894265839,0
"5555",0.9,30,232,0.1,72.4708184296431,0.285172254367006,0
"5556",0.85,30,232,0.15,87.0105406142084,0.168561953106444,0
"5558",0.75,30,232,0.25,85.0741865866809,0.23508893593269,0
"5560",0.65,30,232,0.35,83.9283968658484,0.206525252246139,0
"5561",1,75,232,0,74.9665572005261,0.280124908816253,0
"5562",0.95,75,232,0.05,65.5555394827668,0.269491591497197,0
"5563",0.9,75,232,0.1,105.550363149775,0.173692754702033,0
"5564",0.85,75,232,0.15,158.447804749497,0.140950727393511,0
"5565",0.8,75,232,0.2,62.9718814527807,0.275255128762582,0
"5566",0.75,75,232,0.25,101.623523578278,0.177124344520443,0
"5569",1,10,233,0,89.6215252948662,0.21944132954629,0
"5570",0.95,10,233,0.05,75.6840810253181,0.229022181395517,0
"5571",0.9,10,233,0.1,101.623523599162,0.177124344467706,0
"5572",0.85,10,233,0.15,77.3478682707243,0.215476742148213,0
"5573",0.8,10,233,0.2,71.9239265693075,0.199284633320483,0
"5578",0.95,30,233,0.05,103.482299254061,0.228702559155191,0
"5579",0.9,30,233,0.1,109.629545470868,0.197635286873067,0
"5580",0.85,30,233,0.15,95.0261068125334,0.203452861343399,0
"5585",1,75,233,0,80.5336383030231,0.260760601936245,0
"5586",0.95,75,233,0.05,89.8011629241378,0.237561882704741,0
"5587",0.9,75,233,0.1,105.268638924628,0.183657103680962,0
"5588",0.85,75,233,0.15,105.268638924623,0.183657103680974,0
"5589",0.8,75,233,0.2,80.3667186493019,0.232268617912435,0
"5593",1,10,234,0,92.8931701432853,0.258361297854116,0
"5594",0.95,10,234,0.05,91.6510741319069,0.207307990440512,0
"5595",0.9,10,234,0.1,75.2401104237831,0.270245926287137,0
"5600",0.65,10,234,0.35,88.0673598257684,0.230883875405833,0
"5601",1,30,234,0,105.550363106574,0.173692754804248,0
"5605",0.8,30,234,0.2,115.170239801015,0.156290375283575,0
"5607",0.7,30,234,0.3,109.551238746778,0.170392109538025,0
"5608",0.65,30,234,0.35,93.9919423001144,0.184412971039458,0
"5609",1,75,234,0,109.131802340249,0.189373456897858,0
"5611",0.9,75,234,0.1,86.6564716994425,0.192330316937825,0
"5612",0.85,75,234,0.15,102.738187494147,0.204403060966077,0
"5613",0.8,75,234,0.2,152.952873659916,0.135117871094192,0
"5614",0.75,75,234,0.25,109.131802340249,0.189373456897858,0
"5615",0.7,75,234,0.3,86.4838419061232,0.18115137258355,0
"5618",0.95,10,235,0.05,109.131802340244,0.18937345689787,0
"5619",0.9,10,235,0.1,63.3549001778194,0.263068312315296,0
"5620",0.85,10,235,0.15,77.5038541134157,0.275255128648272,0
"5622",0.75,10,235,0.25,106.557644990179,0.162666257639062,0
"5623",0.7,10,235,0.3,76.2084107467262,0.205576609105969,0
"5625",1,30,235,0,120.34699263404,0.180034965498081,0
"5626",0.95,30,235,0.05,66.4264138090168,0.220795702040674,0
"5627",0.9,30,235,0.1,126.295146066661,0.158359213500126,0
"5629",0.8,30,235,0.2,93.9919423001149,0.184412971039456,0
"5630",0.75,30,235,0.25,117.775107471027,0.16415466518788,0
"5633",1,75,235,0,94.2634877639257,0.173273169928092,0
"5634",0.95,75,235,0.05,105.268638924637,0.183657103680939,0
"5635",0.9,75,235,0.1,97.8887535853373,0.190692658584048,0
"5636",0.85,75,235,0.15,99.3757697340254,0.207964846179252,0
"5637",0.8,75,235,0.2,113.626152884416,0.16721502504206,0
"5639",0.7,75,235,0.3,144.4128359411,0.163882015836317,0
"5641",1,10,236,0,98.4616929423489,0.19973926995326,0
"5642",0.95,10,236,0.05,70.1239516603415,0.280455767266601,0
"5644",0.85,10,236,0.15,102.376296996469,0.166054062306904,0
"5645",0.8,10,236,0.2,93.9919423000345,0.184412971039689,0
"5649",1,30,236,0,116.742950497812,0.191303485461879,0
"5650",0.95,30,236,0.05,117.775107462049,0.164154665205494,0
"5652",0.85,30,236,0.15,97.8887535772457,0.190692658607681,0
"5653",0.8,30,236,0.2,105.268638924637,0.183657103680939,0
"5656",0.65,30,236,0.35,94.2634877639252,0.173273169928093,0
"5657",1,75,236,0,103.801507836416,0.211942971335931,0
"5658",0.95,75,236,0.05,121.998104606818,0.161204690270104,0
"5659",0.9,75,236,0.1,93.9919422584468,0.184412971159837,0
"5661",0.8,75,236,0.2,83.9283967910786,0.206525252532601,0
"5664",0.65,75,236,0.35,97.8887535034376,0.190692658822305,0
"5666",0.95,10,237,0.05,109.131802340244,0.18937345689787,0
"5668",0.85,10,237,0.15,105.268638927134,0.18365710367823,0
"5669",0.8,10,237,0.2,80.3667186503976,0.232268617907225,0
"5670",0.75,10,237,0.25,71.0337248672377,0.225245121705205,0
"5673",1,30,237,0,138.159560953956,0.142347489604589,0
"5674",0.95,30,237,0.05,85.0741865866877,0.235088935932648,0
"5675",0.9,30,237,0.1,105.550363167024,0.173692754661222,0
"5677",0.8,30,237,0.2,101.934820659371,0.222364315942737,0
"5678",0.75,30,237,0.25,121.998104607053,0.16120469026967,0
"5681",1,75,237,0,67.6039864469795,0.295840542120781,0
"5682",0.95,75,237,0.05,71.6112294652967,0.246702462708423,0
"5683",0.9,75,237,0.1,135.111368609698,0.15296023480008,0
"5684",0.85,75,237,0.15,137.453373080763,0.160054275183896,0
"5686",0.75,75,237,0.25,124.884338337977,0.168155593243144,0
"5687",0.7,75,237,0.3,143.007352543538,0.139852949126637,0
"5688",0.65,75,237,0.35,124.116046841706,0.150396883736344,0
"5689",1,10,238,0,109.131802272506,0.189373457072886,0
"5690",0.95,10,238,0.05,120.827934106951,0.171042125477446,0
"5691",0.9,10,238,0.1,76.20841073093,0.20557660917178,0
"5692",0.85,10,238,0.15,94.2987424388137,0.194417580332323,0
"5695",0.7,10,238,0.3,97.8887535853382,0.190692658584046,0
"5697",1,30,238,0,112.915026049539,0.177124344858039,0
"5698",0.95,30,238,0.05,71.6112294652967,0.246702462708423,0
"5699",0.9,30,238,0.1,124.116046751372,0.150396883885887,0
"5700",0.85,30,238,0.15,58.5209881674981,0.262014258704013,0
"5701",0.8,30,238,0.2,147.938456395543,0.137444541661081,0
"5705",1,75,238,0,137.453373043424,0.16005427524456,0
"5706",0.95,75,238,0.05,105.550363175425,0.173692754641344,0
"5707",0.9,75,238,0.1,98.4616929409615,0.199739269957554,0
"5709",0.8,75,238,0.2,124.116046841706,0.150396883736344,0
"5710",0.75,75,238,0.25,95.0261067845022,0.20345286143579,0
"5712",0.65,75,238,0.35,128.713909498265,0.147614193944253,0
"5713",1,10,239,0,119.601490773798,0.153286829610427,0
"5714",0.95,10,239,0.05,109.058518592883,0.1803313204747,0
"5715",0.9,10,239,0.1,71.9239265617257,0.199284633352468,0
"5716",0.85,10,239,0.15,101.957835674299,0.196159518959344,0
"5717",0.8,10,239,0.2,85.0741865864365,0.235088935933796,0
"5721",1,30,239,0,87.1918358839399,0.275255128611806,0
"5722",0.95,30,239,0.05,112.915026221292,0.177124344467705,0
"5723",0.9,30,239,0.1,99.3757697341533,0.207964846178836,0
"5729",1,75,239,0,101.957835674198,0.196159518959478,0
"5730",0.95,75,239,0.05,120.827934065614,0.171042125561087,0
"5731",0.9,75,239,0.1,95.0261068125113,0.203452861343471,0
"5732",0.85,75,239,0.15,127.829435023511,0.182534901519779,0
"5733",0.8,75,239,0.2,86.886630785275,0.241694260788003,0
"5734",0.75,75,239,0.25,148.635833036547,0.161468466315918,0
"5735",0.7,75,239,0.3,98.2782454710014,0.169586530435007,0
"5737",1,10,240,0,74.8496227197074,0.289469283620033,0
"5738",0.95,10,240,0.05,94.2073515334496,0.222912539820729,0
"5740",0.85,10,240,0.15,124.116046720901,0.150396883936329,0
"5745",1,30,240,0,120.827934107407,0.171042125476522,0
"5746",0.95,30,240,0.05,96.0688555968452,0.211653747793797,0
"5748",0.85,30,240,0.15,63.1344930969693,0.316784043379942,0
"5749",0.8,30,240,0.2,82.7189470531761,0.185366640658586,0
"5753",1,75,240,0,102.738187511229,0.204403060913729,0
"5754",0.95,75,240,0.05,124.884338337977,0.168155593243143,0
"5755",0.9,75,240,0.1,83.0997693998303,0.196550886384647,0
"5757",0.8,75,240,0.2,139.415616659418,0.174538074832591,0
"5759",0.7,75,240,0.3,101.545384796413,0.187108454393008,0
"5761",1,10,241,0,117.310960183526,0.198901562964215,0
"5762",0.95,10,241,0.05,91.6510741319056,0.207307990440516,0
"5763",0.9,10,241,0.1,73.6135380694173,0.253576545241775,0
"5764",0.85,10,241,0.15,119.601490408891,0.153286830254732,0
"5765",0.8,10,241,0.2,77.392749426105,0.236886962535949,0
"5766",0.75,10,241,0.25,109.551238827806,0.170392109358139,0
"5769",1,30,241,0,85.0826551005634,0.215476742137141,0
"5770",0.95,30,241,0.05,97.8887535853381,0.190692658584046,0
"5771",0.9,30,241,0.1,95.0261066995972,0.203452861715048,0
"5774",0.75,30,241,0.25,105.550363175512,0.173692754641323,0
"5780",0.85,75,241,0.15,74.8631619378196,0.298322068628174,0
"5785",1,10,242,0,91.6529860320924,0.243672730155385,0
"5786",0.95,10,242,0.05,95.0261068078835,0.2034528613587,0
"5787",0.9,10,242,0.1,94.2987424331819,0.194417580351353,0
"5789",0.8,10,242,0.2,92.7632440385672,0.233569523288818,0
"5790",0.75,10,242,0.25,124.116046841333,0.150396883736961,0
"5792",0.65,10,242,0.35,72.873745071523,0.210409569568357,0
"5793",1,30,242,0,116.838163929501,0.174029894495634,0
"5794",0.95,30,242,0.05,144.223787149539,0.147918271701004,0
"5795",0.9,30,242,0.1,94.2634877639257,0.173273169928092,0
"5796",0.85,30,242,0.15,60.2750389877982,0.232268617907225,0
"5798",0.75,30,242,0.25,90.7753482490985,0.19829172068487,0
"5802",0.95,75,242,0.05,105.514537899636,0.192706462440018,0
"5803",0.9,75,242,0.1,105.268638924637,0.183657103680939,0
"5804",0.85,75,242,0.15,102.210567027149,0.238070622647763,0
"5805",0.8,75,242,0.2,101.957835674201,0.19615951895947,0
"5806",0.75,75,242,0.25,168.496016238487,0.12858859900883,0
"5808",0.65,75,242,0.35,107.102017887086,0.208523926756273,0
"5809",1,10,243,0,97.3541777100068,0.219131154258149,0
"5810",0.95,10,243,0.05,98.4616929423487,0.199739269953261,0
"5812",0.85,10,243,0.15,79.2414634733732,0.243980013725854,0
"5813",0.8,10,243,0.2,97.7707175143013,0.180694865700942,0
"5818",0.95,30,243,0.05,82.3478450020563,0.275255128608415,0
"5820",0.85,30,243,0.15,69.6130814458331,0.215476742137545,0
"5821",0.8,30,243,0.2,76.2084107467275,0.205576609105963,0
"5822",0.75,30,243,0.25,143.007352536956,0.139852949135234,0
"5825",1,75,243,0,80.5336383030846,0.260760601935895,0
"5826",0.95,75,243,0.05,133.395080385637,0.144932881163548,0
"5827",0.9,75,243,0.1,88.3365914727044,0.211312960523666,0
"5828",0.85,75,243,0.15,126.295146035633,0.158359213554209,0
"5829",0.8,75,243,0.2,90.3320209356561,0.177124344585257,0
"5831",0.7,75,243,0.3,82.7189470614325,0.185366640631284,0
"5833",1,10,244,0,109.551238746689,0.170392109538222,0
