"","recruitmentLevel_bin","p_bin","prop","nocc_bin","0-0.5","0.5-0.8","0.8-1"
"916","500-1000","0.04-0.06",0.25,"5-10",1,0,0
"917","500-1000","0.04-0.06",0.25,"10-20",1,0,0
"918","500-1000","0.04-0.06",0.25,"20-30",1,0,0
"919","500-1000","0.04-0.06",0.25,"30-40",1,0,0
"920","500-1000","0.04-0.06",0.25,"40-50",0.951412989588498,0.0485870104115022,0
"921","500-1000","0.06-0.08",0.05,"2-3",1,0,0
"922","500-1000","0.06-0.08",0.05,"3-4",1,0,0
"923","500-1000","0.06-0.08",0.05,"4-5",1,0,0
"924","500-1000","0.06-0.08",0.05,"5-10",1,0,0
"925","500-1000","0.06-0.08",0.05,"10-20",1,0,0
"926","500-1000","0.06-0.08",0.05,"20-30",0.978776529338327,0.0212234706616729,0
"927","500-1000","0.06-0.08",0.05,"30-40",0.761072834645669,0.235728346456693,0.0031988188976378
"928","500-1000","0.06-0.08",0.05,"40-50",0.358812074001947,0.606377799415774,0.0348101265822785
"929","500-1000","0.06-0.08",0.1,"2-3",1,0,0
"930","500-1000","0.06-0.08",0.1,"3-4",1,0,0
"931","500-1000","0.06-0.08",0.1,"4-5",1,0,0
"932","500-1000","0.06-0.08",0.1,"5-10",1,0,0
"933","500-1000","0.06-0.08",0.1,"10-20",1,0,0
"934","500-1000","0.06-0.08",0.1,"20-30",0.996581196581197,0.00341880341880342,0
"935","500-1000","0.06-0.08",0.1,"30-40",0.838997348758737,0.161002651241263,0
"936","500-1000","0.06-0.08",0.1,"40-50",0.369253223060083,0.623692532230601,0.00705424470931647
"937","500-1000","0.06-0.08",0.15,"2-3",1,0,0
"938","500-1000","0.06-0.08",0.15,"3-4",1,0,0
"939","500-1000","0.06-0.08",0.15,"4-5",1,0,0
"940","500-1000","0.06-0.08",0.15,"5-10",1,0,0
"941","500-1000","0.06-0.08",0.15,"10-20",1,0,0
"942","500-1000","0.06-0.08",0.15,"20-30",0.997530864197531,0.00246913580246914,0
"943","500-1000","0.06-0.08",0.15,"30-40",0.840200047630388,0.159799952369612,0
"944","500-1000","0.06-0.08",0.15,"40-50",0.321987577639752,0.673788819875776,0.00422360248447205
"945","500-1000","0.06-0.08",0.2,"2-3",1,0,0
"946","500-1000","0.06-0.08",0.2,"3-4",1,0,0
"947","500-1000","0.06-0.08",0.2,"4-5",1,0,0
"948","500-1000","0.06-0.08",0.2,"5-10",1,0,0
"949","500-1000","0.06-0.08",0.2,"10-20",1,0,0
"950","500-1000","0.06-0.08",0.2,"20-30",0.999263984298332,0.000736015701668302,0
"951","500-1000","0.06-0.08",0.2,"30-40",0.865281173594132,0.134718826405868,0
"952","500-1000","0.06-0.08",0.2,"40-50",0.33062930186824,0.668633235004916,0.000737463126843658
"953","500-1000","0.06-0.08",0.25,"2-3",1,0,0
"954","500-1000","0.06-0.08",0.25,"3-4",1,0,0
"955","500-1000","0.06-0.08",0.25,"4-5",1,0,0
"956","500-1000","0.06-0.08",0.25,"5-10",1,0,0
"957","500-1000","0.06-0.08",0.25,"10-20",1,0,0
"958","500-1000","0.06-0.08",0.25,"20-30",0.999251310207138,0.000748689792862491,0
"959","500-1000","0.06-0.08",0.25,"30-40",0.874627606752731,0.125372393247269,0
"960","500-1000","0.06-0.08",0.25,"40-50",0.321619556913675,0.677871148459384,0.000509294626941686
"961","500-1000","0.08-0.1",0.05,"2-3",1,0,0
"962","500-1000","0.08-0.1",0.05,"3-4",1,0,0
"963","500-1000","0.08-0.1",0.05,"4-5",1,0,0
"964","500-1000","0.08-0.1",0.05,"5-10",1,0,0
"965","500-1000","0.08-0.1",0.05,"10-20",0.996512207274539,0.00348779272546089,0
"966","500-1000","0.08-0.1",0.05,"20-30",0.853248965685082,0.145777561450475,0.000973472864443904
"967","500-1000","0.08-0.1",0.05,"30-40",0.356731010278265,0.606417648533467,0.0368513411882677
"968","500-1000","0.08-0.1",0.05,"40-50",0.0682478218780252,0.711519845111326,0.220232333010649
"969","500-1000","0.08-0.1",0.1,"2-3",1,0,0
"970","500-1000","0.08-0.1",0.1,"3-4",1,0,0
"971","500-1000","0.08-0.1",0.1,"4-5",1,0,0
"972","500-1000","0.08-0.1",0.1,"5-10",1,0,0
"973","500-1000","0.08-0.1",0.1,"10-20",0.999757045675413,0.000242954324586978,0
"974","500-1000","0.08-0.1",0.1,"20-30",0.911591355599214,0.0884086444007859,0
"975","500-1000","0.08-0.1",0.1,"30-40",0.369184592296148,0.625562781390695,0.00525262631315658
"976","500-1000","0.08-0.1",0.1,"40-50",0.0390375644488092,0.845077338571078,0.115885096980113
"977","500-1000","0.08-0.1",0.15,"2-3",1,0,0
"978","500-1000","0.08-0.1",0.15,"3-4",1,0,0
"979","500-1000","0.08-0.1",0.15,"4-5",1,0,0
"980","500-1000","0.08-0.1",0.15,"5-10",1,0,0
"981","500-1000","0.08-0.1",0.15,"10-20",1,0,0
"982","500-1000","0.08-0.1",0.15,"20-30",0.914244535190968,0.0857554648090319,0
"983","500-1000","0.08-0.1",0.15,"30-40",0.304283965728274,0.689596083231334,0.00611995104039168
"984","500-1000","0.08-0.1",0.15,"40-50",0.0147943831494483,0.867853560682046,0.117352056168506
"985","500-1000","0.08-0.1",0.2,"2-3",1,0,0
"986","500-1000","0.08-0.1",0.2,"3-4",1,0,0
"987","500-1000","0.08-0.1",0.2,"4-5",1,0,0
"988","500-1000","0.08-0.1",0.2,"5-10",1,0,0
"989","500-1000","0.08-0.1",0.2,"10-20",1,0,0
"990","500-1000","0.08-0.1",0.2,"20-30",0.93981018981019,0.0601898101898102,0
"991","500-1000","0.08-0.1",0.2,"30-40",0.306728880157171,0.692288801571709,0.000982318271119843
"992","500-1000","0.08-0.1",0.2,"40-50",0.0132288094071534,0.893924546790789,0.0928466438020578
"993","500-1000","0.08-0.1",0.25,"2-3",1,0,0
"994","500-1000","0.08-0.1",0.25,"3-4",1,0,0
"995","500-1000","0.08-0.1",0.25,"4-5",1,0,0
"996","500-1000","0.08-0.1",0.25,"5-10",1,0,0
"997","500-1000","0.08-0.1",0.25,"10-20",1,0,0
"998","500-1000","0.08-0.1",0.25,"20-30",0.949136042832806,0.050863957167194,0
"999","500-1000","0.08-0.1",0.25,"30-40",0.302461613453571,0.696807214233488,0.00073117231294175
"1000","500-1000","0.08-0.1",0.25,"40-50",0.00957760314341847,0.913310412573674,0.0771119842829077
"1001","1-30","0-0.02",0.05,"2-3",1,0,0
"1002","1-30","0-0.02",0.05,"3-4",1,0,0
"1003","1-30","0-0.02",0.05,"4-5",1,0,0
"1004","1-30","0-0.02",0.05,"5-10",1,0,0
"1005","1-30","0-0.02",0.05,"10-20",1,0,0
"1006","1-30","0-0.02",0.05,"20-30",1,0,0
"1007","1-30","0-0.02",0.05,"30-40",1,0,0
"1008","1-30","0-0.02",0.05,"40-50",1,0,0
"1009","1-30","0-0.02",0.1,"2-3",1,0,0
"1010","1-30","0-0.02",0.1,"3-4",1,0,0
"1011","1-30","0-0.02",0.1,"4-5",1,0,0
"1012","1-30","0-0.02",0.1,"5-10",1,0,0
"1013","1-30","0-0.02",0.1,"10-20",1,0,0
"1014","1-30","0-0.02",0.1,"20-30",1,0,0
"1015","1-30","0-0.02",0.1,"30-40",1,0,0
"1016","1-30","0-0.02",0.1,"40-50",1,0,0
"1017","1-30","0-0.02",0.15,"2-3",1,0,0
"1018","1-30","0-0.02",0.15,"3-4",1,0,0
"1019","1-30","0-0.02",0.15,"4-5",1,0,0
"1020","1-30","0-0.02",0.15,"5-10",1,0,0
"1021","1-30","0-0.02",0.15,"10-20",1,0,0
"1022","1-30","0-0.02",0.15,"20-30",1,0,0
"1023","1-30","0-0.02",0.15,"30-40",1,0,0
"1024","1-30","0-0.02",0.15,"40-50",1,0,0
"1025","1-30","0-0.02",0.2,"2-3",1,0,0
"1026","1-30","0-0.02",0.2,"3-4",1,0,0
"1027","1-30","0-0.02",0.2,"4-5",1,0,0
"1028","1-30","0-0.02",0.2,"5-10",1,0,0
"1029","1-30","0-0.02",0.2,"10-20",1,0,0
"1030","1-30","0-0.02",0.2,"20-30",1,0,0
"1031","1-30","0-0.02",0.2,"30-40",1,0,0
"1032","1-30","0-0.02",0.2,"40-50",1,0,0
"1033","1-30","0-0.02",0.25,"2-3",1,0,0
"1034","1-30","0-0.02",0.25,"3-4",1,0,0
"1035","1-30","0-0.02",0.25,"4-5",1,0,0
"1036","1-30","0-0.02",0.25,"5-10",1,0,0
"1037","1-30","0-0.02",0.25,"10-20",1,0,0
"1038","1-30","0-0.02",0.25,"20-30",1,0,0
"1039","1-30","0-0.02",0.25,"30-40",1,0,0
"1040","1-30","0-0.02",0.25,"40-50",1,0,0
"1041","1-30","0.02-0.04",0.05,"2-3",1,0,0
"1042","1-30","0.02-0.04",0.05,"3-4",1,0,0
"1043","1-30","0.02-0.04",0.05,"4-5",1,0,0
"1044","1-30","0.02-0.04",0.05,"5-10",1,0,0
"1045","1-30","0.02-0.04",0.05,"10-20",1,0,0
"1046","1-30","0.02-0.04",0.05,"20-30",1,0,0
"1047","1-30","0.02-0.04",0.05,"30-40",1,0,0
"1048","1-30","0.02-0.04",0.05,"40-50",1,0,0
"1049","1-30","0.02-0.04",0.1,"2-3",1,0,0
"1050","1-30","0.02-0.04",0.1,"3-4",1,0,0
"1051","1-30","0.02-0.04",0.1,"4-5",1,0,0
"1052","1-30","0.02-0.04",0.1,"5-10",1,0,0
"1053","1-30","0.02-0.04",0.1,"10-20",1,0,0
"1054","1-30","0.02-0.04",0.1,"20-30",1,0,0
"1055","1-30","0.02-0.04",0.1,"30-40",1,0,0
"1056","1-30","0.02-0.04",0.1,"40-50",1,0,0
"1057","1-30","0.02-0.04",0.15,"2-3",1,0,0
"1058","1-30","0.02-0.04",0.15,"3-4",1,0,0
"1059","1-30","0.02-0.04",0.15,"4-5",1,0,0
"1060","1-30","0.02-0.04",0.15,"5-10",1,0,0
"1061","1-30","0.02-0.04",0.15,"10-20",1,0,0
"1062","1-30","0.02-0.04",0.15,"20-30",1,0,0
"1063","1-30","0.02-0.04",0.15,"30-40",1,0,0
"1064","1-30","0.02-0.04",0.15,"40-50",1,0,0
"1065","1-30","0.02-0.04",0.2,"2-3",1,0,0
"1066","1-30","0.02-0.04",0.2,"3-4",1,0,0
"1067","1-30","0.02-0.04",0.2,"4-5",1,0,0
"1068","1-30","0.02-0.04",0.2,"5-10",1,0,0
"1069","1-30","0.02-0.04",0.2,"10-20",1,0,0
"1070","1-30","0.02-0.04",0.2,"20-30",1,0,0
"1071","1-30","0.02-0.04",0.2,"30-40",1,0,0
"1072","1-30","0.02-0.04",0.2,"40-50",1,0,0
"1073","1-30","0.02-0.04",0.25,"2-3",1,0,0
"1074","1-30","0.02-0.04",0.25,"3-4",1,0,0
"1075","1-30","0.02-0.04",0.25,"4-5",1,0,0
"1076","1-30","0.02-0.04",0.25,"5-10",1,0,0
"1077","1-30","0.02-0.04",0.25,"10-20",1,0,0
"1078","1-30","0.02-0.04",0.25,"20-30",1,0,0
"1079","1-30","0.02-0.04",0.25,"30-40",1,0,0
"1080","1-30","0.02-0.04",0.25,"40-50",1,0,0
"1081","1-30","0.04-0.06",0.05,"2-3",1,0,0
"1082","1-30","0.04-0.06",0.05,"3-4",1,0,0
"1083","1-30","0.04-0.06",0.05,"4-5",1,0,0
"1084","1-30","0.04-0.06",0.05,"5-10",1,0,0
"1085","1-30","0.04-0.06",0.05,"10-20",1,0,0
"1086","1-30","0.04-0.06",0.05,"20-30",1,0,0
"1087","1-30","0.04-0.06",0.05,"30-40",1,0,0
"1088","1-30","0.04-0.06",0.05,"40-50",1,0,0
"1089","1-30","0.04-0.06",0.1,"2-3",1,0,0
"1090","1-30","0.04-0.06",0.1,"3-4",1,0,0
"1091","1-30","0.04-0.06",0.1,"4-5",1,0,0
"1092","1-30","0.04-0.06",0.1,"5-10",1,0,0
"1093","1-30","0.04-0.06",0.1,"10-20",1,0,0
"1094","1-30","0.04-0.06",0.1,"20-30",1,0,0
"1095","1-30","0.04-0.06",0.1,"30-40",1,0,0
"1096","1-30","0.04-0.06",0.1,"40-50",1,0,0
"1097","1-30","0.04-0.06",0.15,"2-3",1,0,0
"1098","1-30","0.04-0.06",0.15,"3-4",1,0,0
"1099","1-30","0.04-0.06",0.15,"4-5",1,0,0
"1100","1-30","0.04-0.06",0.15,"5-10",1,0,0
"1101","1-30","0.04-0.06",0.15,"10-20",1,0,0
"1102","1-30","0.04-0.06",0.15,"20-30",1,0,0
"1103","1-30","0.04-0.06",0.15,"30-40",1,0,0
"1104","1-30","0.04-0.06",0.15,"40-50",1,0,0
"1105","1-30","0.04-0.06",0.2,"2-3",1,0,0
"1106","1-30","0.04-0.06",0.2,"3-4",1,0,0
"1107","1-30","0.04-0.06",0.2,"4-5",1,0,0
"1108","1-30","0.04-0.06",0.2,"5-10",1,0,0
"1109","1-30","0.04-0.06",0.2,"10-20",1,0,0
"1110","1-30","0.04-0.06",0.2,"20-30",1,0,0
"1111","1-30","0.04-0.06",0.2,"30-40",1,0,0
"1112","1-30","0.04-0.06",0.2,"40-50",1,0,0
"1113","1-30","0.04-0.06",0.25,"2-3",1,0,0
"1114","1-30","0.04-0.06",0.25,"3-4",1,0,0
"1115","1-30","0.04-0.06",0.25,"4-5",1,0,0
"1116","1-30","0.04-0.06",0.25,"5-10",1,0,0
"1117","1-30","0.04-0.06",0.25,"10-20",1,0,0
"1118","1-30","0.04-0.06",0.25,"20-30",1,0,0
"1119","1-30","0.04-0.06",0.25,"30-40",1,0,0
"1120","1-30","0.04-0.06",0.25,"40-50",1,0,0
"1121","1-30","0.06-0.08",0.05,"2-3",1,0,0
"1122","1-30","0.06-0.08",0.05,"3-4",1,0,0
"1123","1-30","0.06-0.08",0.05,"4-5",1,0,0
"1124","1-30","0.06-0.08",0.05,"5-10",1,0,0
"1125","1-30","0.06-0.08",0.05,"10-20",1,0,0
"1126","1-30","0.06-0.08",0.05,"20-30",1,0,0
"1127","1-30","0.06-0.08",0.05,"30-40",1,0,0
"1128","1-30","0.06-0.08",0.05,"40-50",1,0,0
"1129","1-30","0.06-0.08",0.1,"2-3",1,0,0
"1130","1-30","0.06-0.08",0.1,"3-4",1,0,0
"1131","1-30","0.06-0.08",0.1,"4-5",1,0,0
"1132","1-30","0.06-0.08",0.1,"5-10",1,0,0
"1133","1-30","0.06-0.08",0.1,"10-20",1,0,0
"1134","1-30","0.06-0.08",0.1,"20-30",1,0,0
"1135","1-30","0.06-0.08",0.1,"30-40",1,0,0
"1136","1-30","0.06-0.08",0.1,"40-50",1,0,0
"1137","1-30","0.06-0.08",0.15,"2-3",1,0,0
"1138","1-30","0.06-0.08",0.15,"3-4",1,0,0
"1139","1-30","0.06-0.08",0.15,"4-5",1,0,0
"1140","1-30","0.06-0.08",0.15,"5-10",1,0,0
"1141","1-30","0.06-0.08",0.15,"10-20",1,0,0
"1142","1-30","0.06-0.08",0.15,"20-30",1,0,0
"1143","1-30","0.06-0.08",0.15,"30-40",1,0,0
"1144","1-30","0.06-0.08",0.15,"40-50",1,0,0
"1145","1-30","0.06-0.08",0.2,"2-3",1,0,0
"1146","1-30","0.06-0.08",0.2,"3-4",1,0,0
"1147","1-30","0.06-0.08",0.2,"4-5",1,0,0
"1148","1-30","0.06-0.08",0.2,"5-10",1,0,0
"1149","1-30","0.06-0.08",0.2,"10-20",1,0,0
"1150","1-30","0.06-0.08",0.2,"20-30",1,0,0
"1151","1-30","0.06-0.08",0.2,"30-40",1,0,0
"1152","1-30","0.06-0.08",0.2,"40-50",1,0,0
"1153","1-30","0.06-0.08",0.25,"2-3",1,0,0
"1154","1-30","0.06-0.08",0.25,"3-4",1,0,0
"1155","1-30","0.06-0.08",0.25,"4-5",1,0,0
"1156","1-30","0.06-0.08",0.25,"5-10",1,0,0
"1157","1-30","0.06-0.08",0.25,"10-20",1,0,0
"1158","1-30","0.06-0.08",0.25,"20-30",1,0,0
"1159","1-30","0.06-0.08",0.25,"30-40",1,0,0
"1160","1-30","0.06-0.08",0.25,"40-50",1,0,0
"1161","1-30","0.08-0.1",0.05,"2-3",1,0,0
"1162","1-30","0.08-0.1",0.05,"3-4",1,0,0
"1163","1-30","0.08-0.1",0.05,"4-5",1,0,0
"1164","1-30","0.08-0.1",0.05,"5-10",1,0,0
"1165","1-30","0.08-0.1",0.05,"10-20",1,0,0
"1166","1-30","0.08-0.1",0.05,"20-30",1,0,0
"1167","1-30","0.08-0.1",0.05,"30-40",1,0,0
"1168","1-30","0.08-0.1",0.05,"40-50",1,0,0
"1169","1-30","0.08-0.1",0.1,"2-3",1,0,0
"1170","1-30","0.08-0.1",0.1,"3-4",1,0,0
"1171","1-30","0.08-0.1",0.1,"4-5",1,0,0
"1172","1-30","0.08-0.1",0.1,"5-10",1,0,0
"1173","1-30","0.08-0.1",0.1,"10-20",1,0,0
"1174","1-30","0.08-0.1",0.1,"20-30",1,0,0
"1175","1-30","0.08-0.1",0.1,"30-40",1,0,0
"1176","1-30","0.08-0.1",0.1,"40-50",1,0,0
"1177","1-30","0.08-0.1",0.15,"2-3",1,0,0
"1178","1-30","0.08-0.1",0.15,"3-4",1,0,0
"1179","1-30","0.08-0.1",0.15,"4-5",1,0,0
"1180","1-30","0.08-0.1",0.15,"5-10",1,0,0
"1181","1-30","0.08-0.1",0.15,"10-20",1,0,0
"1182","1-30","0.08-0.1",0.15,"20-30",1,0,0
"1183","1-30","0.08-0.1",0.15,"30-40",1,0,0
"1184","1-30","0.08-0.1",0.15,"40-50",1,0,0
"1185","1-30","0.08-0.1",0.2,"2-3",1,0,0
"1186","1-30","0.08-0.1",0.2,"3-4",1,0,0
"1187","1-30","0.08-0.1",0.2,"4-5",1,0,0
"1188","1-30","0.08-0.1",0.2,"5-10",1,0,0
"1189","1-30","0.08-0.1",0.2,"10-20",1,0,0
"1190","1-30","0.08-0.1",0.2,"20-30",1,0,0
"1191","1-30","0.08-0.1",0.2,"30-40",1,0,0
"1192","1-30","0.08-0.1",0.2,"40-50",1,0,0
"1193","1-30","0.08-0.1",0.25,"2-3",1,0,0
"1194","1-30","0.08-0.1",0.25,"3-4",1,0,0
"1195","1-30","0.08-0.1",0.25,"4-5",1,0,0
"1196","1-30","0.08-0.1",0.25,"5-10",1,0,0
"1197","1-30","0.08-0.1",0.25,"10-20",1,0,0
"1198","1-30","0.08-0.1",0.25,"20-30",1,0,0
"1199","1-30","0.08-0.1",0.25,"30-40",1,0,0
"1200","1-30","0.08-0.1",0.25,"40-50",1,0,0
"1201","30-60","0-0.02",0.05,"2-3",1,0,0
"1202","30-60","0-0.02",0.05,"3-4",1,0,0
"1203","30-60","0-0.02",0.05,"4-5",1,0,0
"1204","30-60","0-0.02",0.05,"5-10",1,0,0
"1205","30-60","0-0.02",0.05,"10-20",1,0,0
"1206","30-60","0-0.02",0.05,"20-30",1,0,0
"1207","30-60","0-0.02",0.05,"30-40",1,0,0
"1208","30-60","0-0.02",0.05,"40-50",1,0,0
"1209","30-60","0-0.02",0.1,"2-3",1,0,0
"1210","30-60","0-0.02",0.1,"3-4",1,0,0
"1211","30-60","0-0.02",0.1,"4-5",1,0,0
"1212","30-60","0-0.02",0.1,"5-10",1,0,0
"1213","30-60","0-0.02",0.1,"10-20",1,0,0
"1214","30-60","0-0.02",0.1,"20-30",1,0,0
"1215","30-60","0-0.02",0.1,"30-40",1,0,0
"1216","30-60","0-0.02",0.1,"40-50",1,0,0
"1217","30-60","0-0.02",0.15,"2-3",1,0,0
"1218","30-60","0-0.02",0.15,"3-4",1,0,0
"1219","30-60","0-0.02",0.15,"4-5",1,0,0
"1220","30-60","0-0.02",0.15,"5-10",1,0,0
"1221","30-60","0-0.02",0.15,"10-20",1,0,0
"1222","30-60","0-0.02",0.15,"20-30",1,0,0
"1223","30-60","0-0.02",0.15,"30-40",1,0,0
"1224","30-60","0-0.02",0.15,"40-50",1,0,0
"1225","30-60","0-0.02",0.2,"2-3",1,0,0
"1226","30-60","0-0.02",0.2,"3-4",1,0,0
"1227","30-60","0-0.02",0.2,"4-5",1,0,0
"1228","30-60","0-0.02",0.2,"5-10",1,0,0
"1229","30-60","0-0.02",0.2,"10-20",1,0,0
"1230","30-60","0-0.02",0.2,"20-30",1,0,0
"1231","30-60","0-0.02",0.2,"30-40",1,0,0
"1232","30-60","0-0.02",0.2,"40-50",1,0,0
"1233","30-60","0-0.02",0.25,"2-3",1,0,0
"1234","30-60","0-0.02",0.25,"3-4",1,0,0
"1235","30-60","0-0.02",0.25,"4-5",1,0,0
"1236","30-60","0-0.02",0.25,"5-10",1,0,0
"1237","30-60","0-0.02",0.25,"10-20",1,0,0
"1238","30-60","0-0.02",0.25,"20-30",1,0,0
"1239","30-60","0-0.02",0.25,"30-40",1,0,0
"1240","30-60","0-0.02",0.25,"40-50",1,0,0
"1241","30-60","0.02-0.04",0.05,"2-3",1,0,0
"1242","30-60","0.02-0.04",0.05,"3-4",1,0,0
"1243","30-60","0.02-0.04",0.05,"4-5",1,0,0
"1244","30-60","0.02-0.04",0.05,"5-10",1,0,0
"1245","30-60","0.02-0.04",0.05,"10-20",1,0,0
"1246","30-60","0.02-0.04",0.05,"20-30",1,0,0
"1247","30-60","0.02-0.04",0.05,"30-40",1,0,0
"1248","30-60","0.02-0.04",0.05,"40-50",1,0,0
"1249","30-60","0.02-0.04",0.1,"2-3",1,0,0
"1250","30-60","0.02-0.04",0.1,"3-4",1,0,0
"1251","30-60","0.02-0.04",0.1,"4-5",1,0,0
"1252","30-60","0.02-0.04",0.1,"5-10",1,0,0
"1253","30-60","0.02-0.04",0.1,"10-20",1,0,0
"1254","30-60","0.02-0.04",0.1,"20-30",1,0,0
"1255","30-60","0.02-0.04",0.1,"30-40",1,0,0
"1256","30-60","0.02-0.04",0.1,"40-50",1,0,0
"1257","30-60","0.02-0.04",0.15,"2-3",1,0,0
"1258","30-60","0.02-0.04",0.15,"3-4",1,0,0
"1259","30-60","0.02-0.04",0.15,"4-5",1,0,0
"1260","30-60","0.02-0.04",0.15,"5-10",1,0,0
"1261","30-60","0.02-0.04",0.15,"10-20",1,0,0
"1262","30-60","0.02-0.04",0.15,"20-30",1,0,0
"1263","30-60","0.02-0.04",0.15,"30-40",1,0,0
"1264","30-60","0.02-0.04",0.15,"40-50",1,0,0
"1265","30-60","0.02-0.04",0.2,"2-3",1,0,0
"1266","30-60","0.02-0.04",0.2,"3-4",1,0,0
"1267","30-60","0.02-0.04",0.2,"4-5",1,0,0
"1268","30-60","0.02-0.04",0.2,"5-10",1,0,0
"1269","30-60","0.02-0.04",0.2,"10-20",1,0,0
"1270","30-60","0.02-0.04",0.2,"20-30",1,0,0
"1271","30-60","0.02-0.04",0.2,"30-40",1,0,0
"1272","30-60","0.02-0.04",0.2,"40-50",1,0,0
"1273","30-60","0.02-0.04",0.25,"2-3",1,0,0
"1274","30-60","0.02-0.04",0.25,"3-4",1,0,0
"1275","30-60","0.02-0.04",0.25,"4-5",1,0,0
"1276","30-60","0.02-0.04",0.25,"5-10",1,0,0
"1277","30-60","0.02-0.04",0.25,"10-20",1,0,0
"1278","30-60","0.02-0.04",0.25,"20-30",1,0,0
"1279","30-60","0.02-0.04",0.25,"30-40",1,0,0
"1280","30-60","0.02-0.04",0.25,"40-50",1,0,0
"1281","30-60","0.04-0.06",0.05,"2-3",1,0,0
"1282","30-60","0.04-0.06",0.05,"3-4",1,0,0
"1283","30-60","0.04-0.06",0.05,"4-5",1,0,0
"1284","30-60","0.04-0.06",0.05,"5-10",1,0,0
"1285","30-60","0.04-0.06",0.05,"10-20",1,0,0
"1286","30-60","0.04-0.06",0.05,"20-30",1,0,0
"1287","30-60","0.04-0.06",0.05,"30-40",1,0,0
"1288","30-60","0.04-0.06",0.05,"40-50",1,0,0
"1289","30-60","0.04-0.06",0.1,"2-3",1,0,0
"1290","30-60","0.04-0.06",0.1,"3-4",1,0,0
"1291","30-60","0.04-0.06",0.1,"4-5",1,0,0
"1292","30-60","0.04-0.06",0.1,"5-10",1,0,0
"1293","30-60","0.04-0.06",0.1,"10-20",1,0,0
"1294","30-60","0.04-0.06",0.1,"20-30",1,0,0
"1295","30-60","0.04-0.06",0.1,"30-40",1,0,0
"1296","30-60","0.04-0.06",0.1,"40-50",1,0,0
"1297","30-60","0.04-0.06",0.15,"2-3",1,0,0
"1298","30-60","0.04-0.06",0.15,"3-4",1,0,0
"1299","30-60","0.04-0.06",0.15,"4-5",1,0,0
"1300","30-60","0.04-0.06",0.15,"5-10",1,0,0
"1301","30-60","0.04-0.06",0.15,"10-20",1,0,0
"1302","30-60","0.04-0.06",0.15,"20-30",1,0,0
"1303","30-60","0.04-0.06",0.15,"30-40",1,0,0
"1304","30-60","0.04-0.06",0.15,"40-50",1,0,0
"1305","30-60","0.04-0.06",0.2,"2-3",1,0,0
"1306","30-60","0.04-0.06",0.2,"3-4",1,0,0
"1307","30-60","0.04-0.06",0.2,"4-5",1,0,0
"1308","30-60","0.04-0.06",0.2,"5-10",1,0,0
"1309","30-60","0.04-0.06",0.2,"10-20",1,0,0
"1310","30-60","0.04-0.06",0.2,"20-30",1,0,0
"1311","30-60","0.04-0.06",0.2,"30-40",1,0,0
"1312","30-60","0.04-0.06",0.2,"40-50",1,0,0
"1313","30-60","0.04-0.06",0.25,"2-3",1,0,0
"1314","30-60","0.04-0.06",0.25,"3-4",1,0,0
"1315","30-60","0.04-0.06",0.25,"4-5",1,0,0
"1316","30-60","0.04-0.06",0.25,"5-10",1,0,0
"1317","30-60","0.04-0.06",0.25,"10-20",1,0,0
"1318","30-60","0.04-0.06",0.25,"20-30",1,0,0
"1319","30-60","0.04-0.06",0.25,"30-40",1,0,0
"1320","30-60","0.04-0.06",0.25,"40-50",1,0,0
"1321","30-60","0.06-0.08",0.05,"2-3",1,0,0
"1322","30-60","0.06-0.08",0.05,"3-4",1,0,0
"1323","30-60","0.06-0.08",0.05,"4-5",1,0,0
"1324","30-60","0.06-0.08",0.05,"5-10",1,0,0
"1325","30-60","0.06-0.08",0.05,"10-20",1,0,0
"1326","30-60","0.06-0.08",0.05,"20-30",1,0,0
"1327","30-60","0.06-0.08",0.05,"30-40",1,0,0
"1328","30-60","0.06-0.08",0.05,"40-50",1,0,0
"1329","30-60","0.06-0.08",0.1,"2-3",1,0,0
"1330","30-60","0.06-0.08",0.1,"3-4",1,0,0
"1331","30-60","0.06-0.08",0.1,"4-5",1,0,0
"1332","30-60","0.06-0.08",0.1,"5-10",1,0,0
"1333","30-60","0.06-0.08",0.1,"10-20",1,0,0
"1334","30-60","0.06-0.08",0.1,"20-30",1,0,0
"1335","30-60","0.06-0.08",0.1,"30-40",1,0,0
"1336","30-60","0.06-0.08",0.1,"40-50",1,0,0
"1337","30-60","0.06-0.08",0.15,"2-3",1,0,0
"1338","30-60","0.06-0.08",0.15,"3-4",1,0,0
"1339","30-60","0.06-0.08",0.15,"4-5",1,0,0
"1340","30-60","0.06-0.08",0.15,"5-10",1,0,0
"1341","30-60","0.06-0.08",0.15,"10-20",1,0,0
"1342","30-60","0.06-0.08",0.15,"20-30",1,0,0
"1343","30-60","0.06-0.08",0.15,"30-40",1,0,0
"1344","30-60","0.06-0.08",0.15,"40-50",1,0,0
"1345","30-60","0.06-0.08",0.2,"2-3",1,0,0
"1346","30-60","0.06-0.08",0.2,"3-4",1,0,0
"1347","30-60","0.06-0.08",0.2,"4-5",1,0,0
"1348","30-60","0.06-0.08",0.2,"5-10",1,0,0
"1349","30-60","0.06-0.08",0.2,"10-20",1,0,0
"1350","30-60","0.06-0.08",0.2,"20-30",1,0,0
"1351","30-60","0.06-0.08",0.2,"30-40",1,0,0
"1352","30-60","0.06-0.08",0.2,"40-50",1,0,0
"1353","30-60","0.06-0.08",0.25,"2-3",1,0,0
